##NAMES=Fayalite
##RRUFFID=R100104
##IDEAL CHEMISTRY=Fe^2+^_2_SiO_4_
##LOCALITY=Dannemora, Uppsala Province, Sweden
##OWNER=RRUFF
##SOURCE=American Museum of Natural History
##DESCRIPTION=Dark brown fragment, variety knebelite
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R100104
35.460, 13.236
35.470, 23.886
35.480, 38.939
35.490, 57.344
35.500, 76.300
35.510, 91.774
35.520, 99.904
35.530, 98.725
35.540, 89.219
35.550, 75.032
35.560, 60.942
35.570, 50.901
35.580, 46.611
35.590, 47.187
35.600, 49.907
35.610, 51.580
35.620, 49.912
35.630, 44.289
35.640, 35.714
35.650, 26.077
35.660, 17.215
35.670, 10.269
35.680, 5.534
35.690, 2.694
35.700, 1.184
35.710, 0.470
35.720, 0.169
35.730, 0.055
35.740, 0.016
35.750, 0.004
35.760, 0.001
35.770, 0.000
35.780, 0.000
35.790, 0.000
35.800, 0.000
35.810, 0.000
35.820, 0.000
35.830, 0.000
35.840, 0.000
35.850, 0.000
35.860, 0.000
35.870, 0.000
35.880, 0.000
35.890, 0.000
35.900, 0.000
35.910, 0.000
35.920, 0.000
35.930, 0.000
35.940, 0.000
35.950, 0.000
35.960, 0.000
35.970, 0.000
35.980, 0.000
35.990, 0.000
36.000, 0.000
36.010, 0.000
36.020, 0.000
36.030, 0.000
36.040, 0.000
36.050, 0.000
36.060, 0.000
36.070, 0.000
36.080, 0.000
36.090, 0.000
36.100, 0.000
36.110, 0.000
36.120, 0.000
36.130, 0.000
36.140, 0.000
36.150, 0.000
36.160, 0.000
36.170, 0.000
36.180, 0.000
36.190, 0.000
36.200, 0.000
36.210, 0.000
36.220, 0.000
36.230, 0.000
36.240, 0.000
36.250, 0.000
36.260, 0.000
36.270, 0.000
36.280, 0.000
36.290, 0.000
36.300, 0.000
36.310, 0.000
36.320, 0.000
36.330, 0.000
36.340, 0.000
36.350, 0.000
36.360, 0.000
36.370, 0.000
36.380, 0.000
36.390, 0.000
36.400, 0.000
36.410, 0.000
36.420, 0.000
36.430, 0.000
36.440, 0.000
36.450, 0.000
36.460, 0.000
36.470, 0.000
36.480, 0.000
36.490, 0.000
36.500, 0.000
36.510, 0.000
36.520, 0.000
36.530, 0.000
36.540, 0.000
36.550, 0.000
36.560, 0.000
36.570, 0.000
36.580, 0.000
36.590, 0.000
36.600, 0.000
36.610, 0.000
36.620, 0.000
36.630, 0.000
36.640, 0.000
36.650, 0.000
36.660, 0.000
36.670, 0.000
36.680, 0.000
36.690, 0.000
36.700, 0.000
36.710, 0.000
36.720, 0.000
36.730, 0.000
36.740, 0.001
36.750, 0.005
36.760, 0.018
36.770, 0.053
36.780, 0.144
36.790, 0.354
36.800, 0.788
36.810, 1.588
36.820, 2.895
36.830, 4.775
36.840, 7.125
36.850, 9.621
36.860, 11.758
36.870, 13.017
36.880, 13.079
36.890, 11.991
36.900, 10.163
36.910, 8.210
36.920, 6.719
36.930, 6.056
36.940, 6.303
36.950, 7.314
36.960, 8.845
36.970, 10.673
36.980, 12.633
36.990, 14.562
37.000, 16.206
37.010, 17.206
37.020, 17.209
37.030, 16.062
37.040, 13.952
37.050, 11.387
37.060, 9.015
37.070, 7.366
37.080, 6.667
37.090, 6.784
37.100, 7.316
37.110, 7.768
37.120, 7.751
37.130, 7.106
37.140, 5.931
37.150, 4.490
37.160, 3.078
37.170, 1.910
37.180, 1.073
37.190, 0.545
37.200, 0.251
37.210, 0.104
37.220, 0.039
37.230, 0.013
37.240, 0.004
37.250, 0.001
37.260, 0.000
37.270, 0.000
37.280, 0.000
37.290, 0.000
37.300, 0.000
37.310, 0.000
37.320, 0.000
37.330, 0.000
37.340, 0.000
37.350, 0.000
37.360, 0.000
37.370, 0.000
37.380, 0.000
37.390, 0.000
37.400, 0.000
37.410, 0.000
37.420, 0.000
37.430, 0.000
37.440, 0.000
37.450, 0.000
37.460, 0.000
37.470, 0.000
37.480, 0.000
37.490, 0.000
37.500, 0.000
37.510, 0.000
37.520, 0.000
37.530, 0.000
37.540, 0.000
37.550, 0.000
37.560, 0.000
37.570, 0.000
37.580, 0.000
37.590, 0.000
37.600, 0.000
37.610, 0.000
37.620, 0.000
37.630, 0.000
37.640, 0.000
37.650, 0.000
37.660, 0.000
37.670, 0.000
37.680, 0.000
37.690, 0.000
37.700, 0.000
37.710, 0.000
37.720, 0.000
37.730, 0.000
37.740, 0.000
37.750, 0.000
37.760, 0.000
37.770, 0.000
37.780, 0.000
37.790, 0.000
37.800, 0.000
37.810, 0.000
37.820, 0.000
37.830, 0.000
37.840, 0.000
37.850, 0.000
37.860, 0.000
37.870, 0.000
37.880, 0.001
37.890, 0.003
37.900, 0.010
37.910, 0.029
37.920, 0.077
37.930, 0.187
37.940, 0.410
37.950, 0.814
37.960, 1.466
37.970, 2.390
37.980, 3.531
37.990, 4.726
38.000, 5.732
38.010, 6.304
38.020, 6.298
38.030, 5.741
38.040, 4.831
38.050, 3.855
38.060, 3.084
38.070, 2.675
38.080, 2.637
38.090, 2.845
38.100, 3.106
38.110, 3.233
38.120, 3.114
38.130, 2.739
38.140, 2.189
38.150, 1.587
38.160, 1.043
38.170, 0.620
38.180, 0.335
38.190, 0.163
38.200, 0.072
38.210, 0.029
38.220, 0.011
38.230, 0.003
38.240, 0.001
38.250, 0.000
38.260, 0.000
38.270, 0.000
38.280, 0.000
38.290, 0.000
38.300, 0.000
38.310, 0.000
38.320, 0.000
38.330, 0.000
38.340, 0.000
38.350, 0.000
38.360, 0.000
38.370, 0.000
38.380, 0.000
38.390, 0.000
38.400, 0.002
38.410, 0.006
38.420, 0.018
38.430, 0.054
38.440, 0.144
38.450, 0.347
38.460, 0.757
38.470, 1.497
38.480, 2.684
38.490, 4.362
38.500, 6.425
38.510, 8.579
38.520, 10.385
38.530, 11.406
38.540, 11.387
38.550, 10.383
38.560, 8.763
38.570, 7.076
38.580, 5.867
38.590, 5.520
38.600, 6.177
38.610, 7.725
38.620, 9.844
38.630, 12.064
38.640, 13.865
38.650, 14.798
38.660, 14.609
38.670, 13.324
38.680, 11.249
38.690, 8.875
38.700, 6.718
38.710, 5.168
38.720, 4.392
38.730, 4.313
38.740, 4.671
38.750, 5.116
38.760, 5.335
38.770, 5.142
38.780, 4.527
38.790, 3.622
38.800, 2.630
38.810, 1.732
38.820, 1.034
38.830, 0.560
38.840, 0.274
38.850, 0.122
38.860, 0.049
38.870, 0.018
38.880, 0.006
38.890, 0.002
38.900, 0.000
38.910, 0.000
38.920, 0.000
38.930, 0.000
38.940, 0.000
38.950, 0.000
38.960, 0.000
38.970, 0.000
38.980, 0.000
38.990, 0.000
39.000, 0.000
39.010, 0.000
39.020, 0.000
39.030, 0.000
39.040, 0.000
39.050, 0.000
39.060, 0.000
39.070, 0.000
39.080, 0.000
39.090, 0.000
39.100, 0.000
39.110, 0.000
39.120, 0.000
39.130, 0.000
39.140, 0.000
39.150, 0.000
39.160, 0.000
39.170, 0.000
39.180, 0.000
39.190, 0.000
39.200, 0.000
39.210, 0.000
39.220, 0.000
39.230, 0.000
39.240, 0.000
39.250, 0.000
39.260, 0.000
39.270, 0.000
39.280, 0.000
39.290, 0.000
39.300, 0.000
39.310, 0.000
39.320, 0.000
39.330, 0.000
39.340, 0.000
39.350, 0.000
39.360, 0.000
39.370, 0.000
39.380, 0.000
39.390, 0.000
39.400, 0.000
39.410, 0.000
39.420, 0.000
39.430, 0.000
39.440, 0.000
39.450, 0.000
39.460, 0.000
39.470, 0.000
39.480, 0.000
39.490, 0.000
39.500, 0.000
39.510, 0.000
39.520, 0.000
39.530, 0.000
39.540, 0.000
39.550, 0.000
39.560, 0.000
39.570, 0.000
39.580, 0.000
39.590, 0.000
39.600, 0.000
39.610, 0.000
39.620, 0.000
39.630, 0.000
39.640, 0.000
39.650, 0.000
39.660, 0.000
39.670, 0.000
39.680, 0.000
39.690, 0.000
39.700, 0.000
39.710, 0.000
39.720, 0.000
39.730, 0.000
39.740, 0.000
39.750, 0.000
39.760, 0.000
39.770, 0.000
39.780, 0.000
39.790, 0.000
39.800, 0.000
39.810, 0.000
39.820, 0.000
39.830, 0.000
39.840, 0.000
39.850, 0.000
39.860, 0.000
39.870, 0.000
39.880, 0.000
39.890, 0.000
39.900, 0.000
39.910, 0.000
39.920, 0.000
39.930, 0.000
39.940, 0.000
39.950, 0.000
39.960, 0.000
39.970, 0.000
39.980, 0.000
39.990, 0.000
40.000, 0.000
40.010, 0.000
40.020, 0.000
40.030, 0.000
40.040, 0.000
40.050, 0.000
40.060, 0.000
40.070, 0.000
40.080, 0.000
40.090, 0.000
40.100, 0.000
40.110, 0.000
40.120, 0.000
40.130, 0.000
40.140, 0.000
40.150, 0.000
40.160, 0.000
40.170, 0.000
40.180, 0.000
40.190, 0.000
40.200, 0.000
40.210, 0.000
40.220, 0.000
40.230, 0.000
40.240, 0.000
40.250, 0.000
40.260, 0.000
40.270, 0.000
40.280, 0.000
40.290, 0.000
40.300, 0.000
40.310, 0.000
40.320, 0.000
40.330, 0.000
40.340, 0.000
40.350, 0.000
40.360, 0.000
40.370, 0.000
40.380, 0.000
40.390, 0.000
40.400, 0.000
40.410, 0.000
40.420, 0.000
40.430, 0.000
40.440, 0.000
40.450, 0.000
40.460, 0.000
40.470, 0.000
40.480, 0.000
40.490, 0.000
40.500, 0.000
40.510, 0.000
40.520, 0.000
40.530, 0.000
40.540, 0.000
40.550, 0.000
40.560, 0.000
40.570, 0.000
40.580, 0.000
40.590, 0.000
40.600, 0.000
40.610, 0.000
40.620, 0.000
40.630, 0.000
40.640, 0.000
40.650, 0.000
40.660, 0.000
40.670, 0.000
40.680, 0.000
40.690, 0.000
40.700, 0.001
40.710, 0.002
40.720, 0.008
40.730, 0.023
40.740, 0.063
40.750, 0.154
40.760, 0.342
40.770, 0.692
40.780, 1.272
40.790, 2.124
40.800, 3.224
40.810, 4.447
40.820, 5.578
40.830, 6.363
40.840, 6.607
40.850, 6.258
40.860, 5.437
40.870, 4.391
40.880, 3.406
40.890, 2.708
40.900, 2.404
40.910, 2.466
40.920, 2.764
40.930, 3.108
40.940, 3.318
40.950, 3.277
40.960, 2.964
40.970, 2.446
40.980, 1.839
40.990, 1.261
41.000, 0.788
41.010, 0.450
41.020, 0.235
41.030, 0.112
41.040, 0.049
41.050, 0.020
41.060, 0.007
41.070, 0.003
41.080, 0.001
41.090, 0.000
41.100, 0.000
41.110, 0.000
41.120, 0.000
41.130, 0.000
41.140, 0.000
41.150, 0.000
41.160, 0.000
41.170, 0.000
41.180, 0.000
41.190, 0.000
41.200, 0.000
41.210, 0.000
41.220, 0.000
41.230, 0.000
41.240, 0.000
41.250, 0.000
41.260, 0.000
41.270, 0.000
41.280, 0.000
41.290, 0.000
41.300, 0.000
41.310, 0.000
41.320, 0.000
41.330, 0.000
41.340, 0.000
41.350, 0.000
41.360, 0.000
41.370, 0.000
41.380, 0.000
41.390, 0.001
41.400, 0.001
41.410, 0.001
41.420, 0.002
41.430, 0.002
41.440, 0.003
41.450, 0.003
41.460, 0.003
41.470, 0.002
41.480, 0.002
41.490, 0.002
41.500, 0.001
41.510, 0.001
41.520, 0.001
41.530, 0.001
41.540, 0.001
41.550, 0.001
41.560, 0.001
41.570, 0.001
41.580, 0.001
41.590, 0.001
41.600, 0.001
41.610, 0.000
41.620, 0.000
41.630, 0.000
41.640, 0.000
41.650, 0.000
41.660, 0.000
41.670, 0.000
41.680, 0.000
41.690, 0.000
41.700, 0.000
41.710, 0.000
41.720, 0.000
41.730, 0.000
41.740, 0.000
41.750, 0.000
41.760, 0.000
41.770, 0.000
41.780, 0.000
41.790, 0.000
41.800, 0.000
41.810, 0.000
41.820, 0.000
41.830, 0.000
41.840, 0.000
41.850, 0.000
41.860, 0.000
41.870, 0.000
41.880, 0.000
41.890, 0.000
41.900, 0.000
41.910, 0.000
41.920, 0.000
41.930, 0.000
41.940, 0.000
41.950, 0.000
41.960, 0.000
41.970, 0.000
41.980, 0.000
41.990, 0.000
42.000, 0.000
42.010, 0.000
42.020, 0.000
42.030, 0.000
42.040, 0.000
42.050, 0.000
42.060, 0.000
42.070, 0.000
42.080, 0.000
42.090, 0.000
42.100, 0.000
42.110, 0.000
42.120, 0.000
42.130, 0.000
42.140, 0.000
42.150, 0.000
42.160, 0.000
42.170, 0.000
42.180, 0.000
42.190, 0.000
42.200, 0.000
42.210, 0.000
42.220, 0.000
42.230, 0.000
42.240, 0.000
42.250, 0.000
42.260, 0.000
42.270, 0.000
42.280, 0.000
42.290, 0.000
42.300, 0.000
42.310, 0.000
42.320, 0.000
42.330, 0.000
42.340, 0.000
42.350, 0.000
42.360, 0.000
42.370, 0.000
42.380, 0.000
42.390, 0.000
42.400, 0.000
42.410, 0.000
42.420, 0.000
42.430, 0.000
42.440, 0.000
42.450, 0.000
42.460, 0.000
42.470, 0.000
42.480, 0.000
42.490, 0.000
42.500, 0.000
42.510, 0.000
42.520, 0.000
42.530, 0.000
42.540, 0.000
42.550, 0.000
42.560, 0.000
42.570, 0.000
42.580, 0.000
42.590, 0.000
42.600, 0.000
42.610, 0.000
42.620, 0.000
42.630, 0.000
42.640, 0.000
42.650, 0.000
42.660, 0.000
42.670, 0.000
42.680, 0.000
42.690, 0.000
42.700, 0.000
42.710, 0.000
42.720, 0.000
42.730, 0.000
42.740, 0.000
42.750, 0.000
42.760, 0.000
42.770, 0.000
42.780, 0.000
42.790, 0.000
42.800, 0.000
42.810, 0.000
42.820, 0.000
42.830, 0.000
42.840, 0.000
42.850, 0.000
42.860, 0.000
42.870, 0.000
42.880, 0.000
42.890, 0.000
42.900, 0.000
42.910, 0.000
42.920, 0.000
42.930, 0.000
42.940, 0.000
42.950, 0.000
42.960, 0.000
42.970, 0.000
42.980, 0.000
42.990, 0.000
43.000, 0.000
43.010, 0.000
43.020, 0.001
43.030, 0.003
43.040, 0.009
43.050, 0.027
43.060, 0.068
43.070, 0.161
43.080, 0.345
43.090, 0.672
43.100, 1.194
43.110, 1.932
43.120, 2.848
43.130, 3.823
43.140, 4.674
43.150, 5.207
43.160, 5.287
43.170, 4.901
43.180, 4.165
43.190, 3.283
43.200, 2.476
43.210, 1.911
43.220, 1.665
43.230, 1.722
43.240, 1.989
43.250, 2.325
43.260, 2.588
43.270, 2.665
43.280, 2.515
43.290, 2.166
43.300, 1.701
43.310, 1.216
43.320, 0.792
43.330, 0.470
43.340, 0.254
43.350, 0.125
43.360, 0.056
43.370, 0.023
43.380, 0.009
43.390, 0.003
43.400, 0.001
43.410, 0.001
43.420, 0.003
43.430, 0.007
43.440, 0.019
43.450, 0.045
43.460, 0.097
43.470, 0.194
43.480, 0.350
43.490, 0.578
43.500, 0.868
43.510, 1.189
43.520, 1.483
43.530, 1.686
43.540, 1.747
43.550, 1.653
43.560, 1.431
43.570, 1.145
43.580, 0.867
43.590, 0.656
43.600, 0.547
43.610, 0.541
43.620, 0.615
43.630, 0.726
43.640, 0.827
43.650, 0.876
43.660, 0.852
43.670, 0.758
43.680, 0.614
43.690, 0.454
43.700, 0.305
43.710, 0.187
43.720, 0.105
43.730, 0.053
43.740, 0.025
43.750, 0.010
43.760, 0.004
43.770, 0.001
43.780, 0.000
43.790, 0.000
43.800, 0.000
43.810, 0.000
43.820, 0.000
43.830, 0.000
43.840, 0.000
43.850, 0.000
43.860, 0.000
43.870, 0.000
43.880, 0.000
43.890, 0.000
43.900, 0.000
43.910, 0.000
43.920, 0.000
43.930, 0.000
43.940, 0.000
43.950, 0.000
43.960, 0.000
43.970, 0.000
43.980, 0.000
43.990, 0.000
44.000, 0.000
44.010, 0.000
44.020, 0.000
44.030, 0.000
44.040, 0.000
44.050, 0.000
44.060, 0.000
44.070, 0.000
44.080, 0.000
44.090, 0.000
44.100, 0.000
44.110, 0.000
44.120, 0.000
44.130, 0.000
44.140, 0.000
44.150, 0.000
44.160, 0.000
44.170, 0.000
44.180, 0.000
44.190, 0.000
44.200, 0.000
44.210, 0.000
44.220, 0.000
44.230, 0.000
44.240, 0.000
44.250, 0.000
44.260, 0.000
44.270, 0.000
44.280, 0.000
44.290, 0.000
44.300, 0.000
44.310, 0.000
44.320, 0.000
44.330, 0.000
44.340, 0.000
44.350, 0.000
44.360, 0.000
44.370, 0.000
44.380, 0.000
44.390, 0.000
44.400, 0.000
44.410, 0.000
44.420, 0.000
44.430, 0.000
44.440, 0.000
44.450, 0.000
44.460, 0.000
44.470, 0.000
44.480, 0.000
44.490, 0.000
44.500, 0.000
44.510, 0.000
44.520, 0.000
44.530, 0.000
44.540, 0.000
44.550, 0.000
44.560, 0.000
44.570, 0.000
44.580, 0.000
44.590, 0.000
44.600, 0.000
44.610, 0.000
44.620, 0.000
44.630, 0.000
44.640, 0.000
44.650, 0.000
44.660, 0.000
44.670, 0.000
44.680, 0.000
44.690, 0.000
44.700, 0.000
44.710, 0.000
44.720, 0.000
44.730, 0.000
44.740, 0.000
44.750, 0.000
44.760, 0.000
44.770, 0.000
44.780, 0.000
44.790, 0.000
44.800, 0.000
44.810, 0.000
44.820, 0.000
44.830, 0.000
44.840, 0.000
44.850, 0.000
44.860, 0.000
44.870, 0.000
44.880, 0.000
44.890, 0.000
44.900, 0.000
44.910, 0.000
44.920, 0.000
44.930, 0.000
44.940, 0.000
44.950, 0.000
44.960, 0.002
44.970, 0.005
44.980, 0.013
44.990, 0.032
45.000, 0.072
45.010, 0.151
45.020, 0.288
45.030, 0.502
45.040, 0.797
45.050, 1.154
45.060, 1.526
45.070, 1.842
45.080, 2.029
45.090, 2.041
45.100, 1.876
45.110, 1.582
45.120, 1.236
45.130, 0.918
45.140, 0.689
45.150, 0.581
45.160, 0.591
45.170, 0.689
45.180, 0.830
45.190, 0.960
45.200, 1.033
45.210, 1.027
45.220, 0.942
45.230, 0.808
45.240, 0.662
45.250, 0.542
45.260, 0.465
45.270, 0.430
45.280, 0.422
45.290, 0.416
45.300, 0.396
45.310, 0.354
45.320, 0.293
45.330, 0.227
45.340, 0.168
45.350, 0.126
45.360, 0.107
45.370, 0.110
45.380, 0.129
45.390, 0.156
45.400, 0.180
45.410, 0.193
45.420, 0.190
45.430, 0.170
45.440, 0.140
45.450, 0.105
45.460, 0.072
45.470, 0.045
45.480, 0.026
45.490, 0.013
45.500, 0.006
45.510, 0.003
45.520, 0.001
45.530, 0.000
45.540, 0.000
45.550, 0.000
45.560, 0.000
45.570, 0.000
45.580, 0.000
45.590, 0.000
45.600, 0.000
45.610, 0.000
45.620, 0.000
45.630, 0.000
45.640, 0.000
45.650, 0.000
45.660, 0.000
45.670, 0.000
45.680, 0.000
45.690, 0.000
45.700, 0.000
45.710, 0.000
45.720, 0.000
45.730, 0.000
45.740, 0.000
45.750, 0.000
45.760, 0.000
45.770, 0.000
45.780, 0.000
45.790, 0.000
45.800, 0.000
45.810, 0.000
45.820, 0.000
45.830, 0.000
45.840, 0.000
45.850, 0.000
45.860, 0.000
45.870, 0.000
45.880, 0.000
45.890, 0.000
45.900, 0.000
45.910, 0.000
45.920, 0.000
45.930, 0.000
45.940, 0.000
45.950, 0.000
45.960, 0.000
45.970, 0.000
45.980, 0.000
45.990, 0.000
46.000, 0.000
46.010, 0.000
46.020, 0.000
46.030, 0.000
46.040, 0.000
46.050, 0.000
46.060, 0.000
46.070, 0.000
46.080, 0.000
46.090, 0.000
46.100, 0.000
46.110, 0.000
46.120, 0.000
46.130, 0.000
46.140, 0.000
46.150, 0.000
46.160, 0.000
46.170, 0.000
46.180, 0.000
46.190, 0.000
46.200, 0.000
46.210, 0.000
46.220, 0.000
46.230, 0.000
46.240, 0.000
46.250, 0.000
46.260, 0.000
46.270, 0.000
46.280, 0.000
46.290, 0.000
46.300, 0.000
46.310, 0.000
46.320, 0.000
46.330, 0.000
46.340, 0.000
46.350, 0.000
46.360, 0.000
46.370, 0.000
46.380, 0.000
46.390, 0.000
46.400, 0.000
46.410, 0.000
46.420, 0.000
46.430, 0.000
46.440, 0.000
46.450, 0.000
46.460, 0.000
46.470, 0.000
46.480, 0.000
46.490, 0.000
46.500, 0.000
46.510, 0.000
46.520, 0.000
46.530, 0.000
46.540, 0.000
46.550, 0.000
46.560, 0.001
46.570, 0.002
46.580, 0.007
46.590, 0.018
46.600, 0.044
46.610, 0.098
46.620, 0.199
46.630, 0.370
46.640, 0.628
46.650, 0.976
46.660, 1.386
46.670, 1.799
46.680, 2.135
46.690, 2.315
46.700, 2.296
46.710, 2.084
46.720, 1.737
46.730, 1.340
46.740, 0.981
46.750, 0.724
46.760, 0.600
46.770, 0.606
46.780, 0.715
46.790, 0.878
46.800, 1.039
46.810, 1.146
46.820, 1.162
46.830, 1.080
46.840, 0.918
46.850, 0.713
46.860, 0.506
46.870, 0.328
46.880, 0.195
46.890, 0.106
46.900, 0.052
46.910, 0.024
46.920, 0.010
46.930, 0.004
46.940, 0.001
46.950, 0.000
46.960, 0.000
46.970, 0.000
46.980, 0.000
46.990, 0.000
47.000, 0.000
47.010, 0.000
47.020, 0.000
47.030, 0.000
47.040, 0.000
47.050, 0.000
47.060, 0.000
47.070, 0.000
47.080, 0.000
47.090, 0.000
47.100, 0.000
47.110, 0.000
47.120, 0.000
47.130, 0.000
47.140, 0.000
47.150, 0.000
47.160, 0.000
47.170, 0.000
47.180, 0.000
47.190, 0.000
47.200, 0.000
47.210, 0.000
47.220, 0.000
47.230, 0.000
47.240, 0.000
47.250, 0.000
47.260, 0.000
47.270, 0.000
47.280, 0.000
47.290, 0.000
47.300, 0.000
47.310, 0.000
47.320, 0.000
47.330, 0.000
47.340, 0.000
47.350, 0.001
47.360, 0.002
47.370, 0.004
47.380, 0.009
47.390, 0.017
47.400, 0.030
47.410, 0.048
47.420, 0.069
47.430, 0.092
47.440, 0.112
47.450, 0.124
47.460, 0.126
47.470, 0.117
47.480, 0.100
47.490, 0.079
47.500, 0.058
47.510, 0.042
47.520, 0.033
47.530, 0.031
47.540, 0.035
47.550, 0.043
47.560, 0.053
47.570, 0.061
47.580, 0.066
47.590, 0.069
47.600, 0.071
47.610, 0.078
47.620, 0.095
47.630, 0.127
47.640, 0.177
47.650, 0.240
47.660, 0.307
47.670, 0.363
47.680, 0.395
47.690, 0.394
47.700, 0.360
47.710, 0.302
47.720, 0.235
47.730, 0.172
47.740, 0.124
47.750, 0.099
47.760, 0.096
47.770, 0.111
47.780, 0.138
47.790, 0.168
47.800, 0.190
47.810, 0.199
47.820, 0.192
47.830, 0.169
47.840, 0.136
47.850, 0.100
47.860, 0.068
47.870, 0.042
47.880, 0.024
47.890, 0.012
47.900, 0.006
47.910, 0.003
47.920, 0.001
47.930, 0.000
47.940, 0.000
47.950, 0.000
47.960, 0.000
47.970, 0.000
47.980, 0.001
47.990, 0.003
48.000, 0.008
48.010, 0.017
48.020, 0.035
48.030, 0.063
48.040, 0.104
48.050, 0.157
48.060, 0.218
48.070, 0.277
48.080, 0.322
48.090, 0.343
48.100, 0.334
48.110, 0.299
48.120, 0.245
48.130, 0.186
48.140, 0.135
48.150, 0.098
48.160, 0.081
48.170, 0.082
48.180, 0.098
48.190, 0.123
48.200, 0.148
48.210, 0.166
48.220, 0.172
48.230, 0.163
48.240, 0.142
48.250, 0.113
48.260, 0.082
48.270, 0.054
48.280, 0.033
48.290, 0.019
48.300, 0.009
48.310, 0.004
48.320, 0.002
48.330, 0.001
48.340, 0.000
48.350, 0.000
48.360, 0.000
48.370, 0.000
48.380, 0.001
48.390, 0.003
48.400, 0.008
48.410, 0.019
48.420, 0.039
48.430, 0.073
48.440, 0.126
48.450, 0.200
48.460, 0.289
48.470, 0.384
48.480, 0.466
48.490, 0.518
48.500, 0.528
48.510, 0.493
48.520, 0.422
48.530, 0.333
48.540, 0.245
48.550, 0.175
48.560, 0.132
48.570, 0.119
48.580, 0.132
48.590, 0.165
48.600, 0.205
48.610, 0.241
48.620, 0.262
48.630, 0.263
48.640, 0.241
48.650, 0.202
48.660, 0.156
48.670, 0.110
48.680, 0.071
48.690, 0.042
48.700, 0.023
48.710, 0.011
48.720, 0.005
48.730, 0.002
48.740, 0.001
48.750, 0.001
48.760, 0.002
48.770, 0.006
48.780, 0.018
48.790, 0.050
48.800, 0.125
48.810, 0.286
48.820, 0.598
48.830, 1.147
48.840, 2.015
48.850, 3.240
48.860, 4.774
48.870, 6.441
48.880, 7.961
48.890, 9.011
48.900, 9.344
48.910, 8.878
48.920, 7.739
48.930, 6.208
48.940, 4.630
48.950, 3.304
48.960, 2.424
48.970, 2.062
48.980, 2.186
48.990, 2.686
49.000, 3.395
49.010, 4.120
49.020, 4.685
49.030, 4.982
49.040, 5.012
49.050, 4.885
49.060, 4.766
49.070, 4.797
49.080, 5.024
49.090, 5.364
49.100, 5.644
49.110, 5.682
49.120, 5.364
49.130, 4.700
49.140, 3.809
49.150, 2.870
49.160, 2.053
49.170, 1.479
49.180, 1.203
49.190, 1.215
49.200, 1.461
49.210, 1.847
49.220, 2.260
49.230, 2.581
49.240, 2.716
49.250, 2.624
49.260, 2.324
49.270, 1.885
49.280, 1.401
49.290, 0.954
49.300, 0.595
49.310, 0.340
49.320, 0.178
49.330, 0.085
49.340, 0.038
49.350, 0.015
49.360, 0.006
49.370, 0.002
49.380, 0.001
49.390, 0.000
49.400, 0.000
49.410, 0.000
49.420, 0.000
49.430, 0.000
49.440, 0.000
49.450, 0.000
49.460, 0.000
49.470, 0.000
49.480, 0.000
49.490, 0.000
49.500, 0.000
49.510, 0.000
49.520, 0.000
49.530, 0.000
49.540, 0.000
49.550, 0.000
49.560, 0.000
49.570, 0.000
49.580, 0.000
49.590, 0.000
49.600, 0.000
49.610, 0.000
49.620, 0.000
49.630, 0.000
49.640, 0.000
49.650, 0.000
49.660, 0.000
49.670, 0.000
49.680, 0.000
49.690, 0.000
49.700, 0.000
49.710, 0.000
49.720, 0.000
49.730, 0.000
49.740, 0.000
49.750, 0.000
49.760, 0.000
49.770, 0.000
49.780, 0.000
49.790, 0.000
49.800, 0.000
49.810, 0.000
49.820, 0.000
49.830, 0.000
49.840, 0.000
49.850, 0.000
49.860, 0.000
49.870, 0.000
49.880, 0.000
49.890, 0.000
49.900, 0.000
49.910, 0.000
49.920, 0.000
49.930, 0.000
49.940, 0.000
49.950, 0.000
49.960, 0.000
49.970, 0.000
49.980, 0.000
49.990, 0.000
50.000, 0.000
50.010, 0.000
50.020, 0.000
50.030, 0.000
50.040, 0.000
50.050, 0.000
50.060, 0.000
50.070, 0.000
50.080, 0.000
50.090, 0.000
50.100, 0.000
50.110, 0.000
50.120, 0.000
50.130, 0.000
50.140, 0.000
50.150, 0.000
50.160, 0.000
50.170, 0.000
50.180, 0.000
50.190, 0.000
50.200, 0.000
50.210, 0.000
50.220, 0.000
50.230, 0.000
50.240, 0.000
50.250, 0.000
50.260, 0.000
50.270, 0.000
50.280, 0.000
50.290, 0.000
50.300, 0.000
50.310, 0.000
50.320, 0.000
50.330, 0.000
50.340, 0.000
50.350, 0.000
50.360, 0.000
50.370, 0.000
50.380, 0.000
50.390, 0.000
50.400, 0.000
50.410, 0.000
50.420, 0.000
50.430, 0.000
50.440, 0.000
50.450, 0.000
50.460, 0.000
50.470, 0.000
50.480, 0.000
50.490, 0.000
50.500, 0.000
50.510, 0.000
50.520, 0.000
50.530, 0.000
50.540, 0.000
50.550, 0.000
50.560, 0.000
50.570, 0.000
50.580, 0.000
50.590, 0.000
50.600, 0.000
50.610, 0.000
50.620, 0.000
50.630, 0.000
50.640, 0.000
50.650, 0.000
50.660, 0.000
50.670, 0.000
50.680, 0.000
50.690, 0.000
50.700, 0.000
50.710, 0.000
50.720, 0.002
50.730, 0.007
50.740, 0.022
50.750, 0.069
50.760, 0.194
50.770, 0.502
50.780, 1.189
50.790, 2.585
